,title,original_language,overview,popularity,production_companies,release_date,budget,revenue,runtime,vote_average,vote_count,poster_path,return,genre_1,genre_2
16753,The Sword and the Sorcerer,en,A mercenary with a three-bladed sword rediscovers his royal heritage when he is recruited to help a princess foil a brutal tyrant and a powerful sorcerer's plans to conquer the land.,9.332,Other,1982-04-01,4000000.0,39103425.0,100.0,5.5,90.0,/3804sBcpgNvpNpLc53hb4MMB6f7.jpg,9.77585625,Action,Adventure
16758,Postcards from the Edge,en,Substance-addicted Hollywood actress Suzanne Vale is on the skids. After a spell at a detox centre her film company insists as a condition of continuing to employ her that she live with her mother herself once a star and now a champion drinker. Such a set-up is bad news for Suzanne who has struggled for years to get out of her mother's shadow and who still treats her like a child. Despite these and other problems Suzanne begins to see the funny side of her situation and also realises that not only do daughters have mothers—mothers do too.,9.329,Columbia Pictures,1990-09-14,22000000.0,39071603.0,101.0,6.6,224.0,/uF7bO5UcenRgag0jpbVvKsGyfBK.jpg,1.7759819545454545,Comedy,Drama
16759,The Namesake,en,After moving from Calcutta to New York members of the Ganguli family maintain a delicate balancing act between honoring the traditions of their native India and blending into American culture. Although parents Ashoke and Ashima are proud of the sacrifices they make to give their children opportunities their son Gogol strives to forge his own identity without forgetting his heritage.,9.329,Other,2006-09-02,12000000.0,20354321.0,122.0,6.7,131.0,/hxrf7HDwh0nIX4xXE06BdpEKW1V.jpg,1.6961934166666666,Drama,
16763,Rockstar,hi,An uninhibited youth woos the hottest about-to-be-married college girl. He rises to become a rock-star - then self-destructs.,9.326,Other,2011-11-11,10920000.0,19660000.0,159.0,7.2,146.0,/ujbsLMrUKtlPdjBdXtGqrjEhD3r.jpg,1.8003663003663004,Drama,Music
16764,Godzilla vs. SpaceGodzilla,ja,A mysterious extraterrestrial being resembling Godzilla rapidly approaches Earth. The monster dubbed SpaceGodzilla lands to challenge the King of the Monsters.,9.326,Toho Pictures Inc.,1994-12-10,10300000.0,20000000.0,108.0,6.6,148.0,/zsPR2wpPpOOCG5Xvc0WHJz34kyX.jpg,1.941747572815534,Action,Adventure
16766,Paradise Now,en,Two childhood friends are recruited for a suicide bombing in Tel Aviv.,9.325,Other,2005-09-07,2000000.0,3395627.0,90.0,6.9,207.0,/qWZkYa8VdcDZk8uzRB2PfhpM9IL.jpg,1.6978135,Thriller,Crime
16779,Spy Cat,de,Four crazy antiheroes on the run. Their leader is the unworldly innocent naive Marnie a house cat who is not allowed to leave the house and only knows about real life from television,9.321,Other,2019-04-11,9000000.0,3882729.0,84.0,7.0,64.0,/lU2Cx5lbSNMxgeKQPDOhAUdw91y.jpg,0.43141433333333334,Animation,Adventure
16786,Slums of Beverly Hills,en,In 1976 a lower-middle-class teenager struggles to cope living with her neurotic family of nomads on the outskirts of Beverly Hills.,9.318,Other,1998-08-14,5000000.0,5502773.0,91.0,6.3,182.0,/bTY6I0Mju4vTRHGoTZrNtxtAlAO.jpg,1.1005546,Comedy,Drama
16790,The Grand Seduction,en,A small fishing village must procure a local doctor to secure a lucrative business contract. When unlikely candidate and big city doctor Paul Lewis lands in their lap for a trial residence the townsfolk rally together to charm him into staying. As the doctor’s time in the village winds to a close acting mayor Murray French has no choice but to pull out all the stops and begin The Grand Seduction.,9.316,Other,2014-05-30,12700000.0,3430018.0,112.0,6.7,260.0,/sVXFM0Lt4eVP6bX3UNCnF62WTK2.jpg,0.27008015748031494,Comedy,
16793,The Castle,en,A Melbourne family is very happy living near the Melbourne airport. However they are forced to leave their beloved home (by the Government and airport authorities) to make way for more runways. 'The Castle' is the story of how they fight to remain in their home.,9.315,Other,1997-04-10,786675.0,861789.0,85.0,7.1,157.0,/lvzFyEoojIMOgsZyl3HYDApti43.jpg,1.095482886833826,Drama,Comedy
16795,Heaven & Earth,en,Le Ly lives in a small Vietnamese village whose serenity is shattered when war breaks out. Caught between the Viet Cong and the South Vietnamese army the village is all but destroyed. After being both brutalized and raped Le Ly resolves to flee. She leaves for the city surviving desperate situations but surviving nonetheless. Eventually she meets a U.S. Marine named Steve Butler who treats her kindly and tells her he would like to be married -- maybe to her.,9.314,Other,1993-12-24,33000000.0,5864949.0,140.0,6.7,205.0,/hvvR7Yf743pc2E2F1VJ2dfZl7OZ.jpg,0.17772572727272729,History,War
16796,Return to Me,en,It took a lot of cajoling to get Bob a recently widowed architect to go on a blind date at a quirky Irish-Italian eatery. Once there he's smitten instantly not with his date but with the sharp-witted waitress. Everything seems to be going great until an unbelievable truth is revealed one that could easily break both of their hearts for good.,9.313,Other,2000-04-07,24000000.0,36609995.0,115.0,6.6,375.0,/89hcHolg5jZcPK0s0a8DW69eCiN.jpg,1.5254164583333334,Romance,Comedy
16805,White Squall,en,In 1960 a hardy group of prep school students boards an old-fashioned sailing ship. With Capt. Christopher Sheldon at the helm the oceangoing voyage is intended to teach the boys fortitude and discipline. But the youthful crew are about to get some unexpected instruction in survival when they get caught in the clutches of a white squall storm.,9.31,Other,1996-02-02,38000000.0,10300000.0,129.0,6.293,290.0,/muhTVa52IufjTaqNseXFQUAEuyG.jpg,0.2710526315789474,Adventure,Action
16827,The Oh in Ohio,en,Priscilla and Jack appear to be the perfect couple but they have a secret: She is sexually frustrated. They separate in the hope of resolving the situation. While Jack moves into a bachelor pad and begins an affair with a student Priscilla discovers the joys of self-pleasuring and finds an unusual bed-mate.,9.304,Other,2006-03-30,5000000.0,648183.0,88.0,5.271,72.0,/6UNjCz9wn7DzYzPu90NLZkzBDFs.jpg,0.1296366,Comedy,Romance
16828,Mighty Aphrodite,en,When Lenny and his wife Amanda adopt a baby Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash a kindhearted prostitute and porn star Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy.,9.304,Other,1995-09-13,15000000.0,6700000.0,95.0,6.8,557.0,/cm0oPKizOQlsXpGYvrHvpELfxdi.jpg,0.44666666666666666,Comedy,Romance
16837,4.3.2.1,en,Jo is chained down in a dead end supermarket job while all her friends are all out on their own separate adventures. But a chance encounter with some diamond thieves sends their separate worlds on a collision course with not only each other but fate itself.,9.302,Other,2010-06-02,4600000.0,1163967.0,117.0,5.6,169.0,/yrjLJlMm1rLRpEIC9dNoojnAbwD.jpg,0.2530363043478261,Action,Thriller
16839,Ring 0,ja,Taking place thirty years before the events of Ringu Ringu 0 provides the shocking background story of how the girl on the video became a deadly vengeful spirit.,9.3,Other,2000-01-22,6000000.0,11918069.0,99.0,6.1,204.0,/sajvS1MoRpSfKO0i0ylMZz6ikqE.jpg,1.9863448333333333,Horror,Thriller
16844,Wolf Totem,zh,In 1969 a young Beijing student Chen Zhen is sent to live among the nomadic herdsmen of Inner Mongolia. Caught between the advance of civilization from the south and the nomads' traditional enemies - the marauding wolves - to the north; humans and animals residents and invaders alike struggle to find their true place in the world,9.298,Other,2015-02-19,38000000.0,123205624.0,116.0,6.5,335.0,/WHE5b5pO3lLyStt5cA2vMLYPI4.jpg,3.242253263157895,Adventure,Drama
16847,London Boulevard,en,A parolee falls for a reclusive movie star while trying to evade a ruthless gangster.,9.297,Other,2010-11-10,25000000.0,8307227.0,103.0,5.9,632.0,/nZGL1cLtWXptk0W1jFE7MhAVtZc.jpg,0.33228908,Drama,Crime
16862,Stone Cold,en,"Joe Huff (Brian Bosworth) is a tough loner cop with a flair for infiltrating dangerous biker gangs. The FBI blackmail Joe into an undercover operation that entails infiltrating ""The Brotherhood"" - a powerful Mississippi biker gang linked in the murder of government officials as well as dealing drugs with the mafia.",9.292,Metro-Goldwyn-Mayer,1991-05-17,25000000.0,9000000.0,92.0,6.3,141.0,/4nW7wZKKjzZ5zriDfIjpJcZIyZS.jpg,0.36,Action,Crime
16866,I Saw the Light,en,Singer and songwriter Hank Williams rises to fame in the 1940s but alcohol abuse and infidelity take a toll on his career and marriage to fellow musician Audrey Mae Williams.,9.29,Other,2016-02-05,13000000.0,1646788.0,123.0,6.4,176.0,/A2AryRwBcPDhet25eyQCyupXl0D.jpg,0.126676,Music,Drama
16870,Stranger Than Fiction,en,Harold Crick is a lonely IRS agent whose mundane existence is transformed when he hears a mysterious voice narrating his life.,9.289,Other,2006-09-09,30000000.0,53653224.0,113.0,7.3,1974.0,/nCzcepubwShvZ4vbCsygQNgF2Z1.jpg,1.7884408,Comedy,Drama
16879,Hope Floats,en,Birdee Pruitt has been humiliated on live television by her best friend Connie who's been sleeping with Birdee's husband Bill. Birdee tries starting over with her daughter Bernice by returning to her small Texas hometown but she's faced with petty old acquaintances who are thrilled to see Birdee unhappy -- except for her friend Justin. As he helps Birdee get back on her feet love begins to blossom.,9.285,Other,1998-05-29,30000000.0,81471882.0,114.0,6.3,359.0,/6PRFM09xjGSWpXObW87CT5JELGJ.jpg,2.7157294,Romance,Drama
16896,Phantasm II,en,Mike after his release from a psychiatric hospital teams up with his old pal Reggie to hunt down the Tall Man who is at it again. A mysterious beautiful girl has also become part of Mike's dreams and they must find her before the Tall Man does.,9.279,Other,1988-07-08,3000000.0,7282851.0,97.0,6.3,271.0,/jTgJhIXdIOsAsFm2p1LjxCoLs1H.jpg,2.427617,Action,Horror
16900,The Guilt Trip,en,An inventor and his mom hit the road together so he can sell his latest invention.,9.278,Other,2012-12-19,40000000.0,41863726.0,95.0,5.6,610.0,/55JqWqocsMNx5uanELDRDFqu40J.jpg,1.04659315,Comedy,
16902,Made in Dagenham,en,A dramatization of the 1968 strike at the Ford Dagenham car plant where female workers walked out in protest against sexual discrimination.,9.278,Other,2010-09-11,7200000.0,12629471.0,113.0,6.7,252.0,/vzLlaNmzzhYFLAOn6ELiCUKubl9.jpg,1.7540931944444444,Comedy,Drama
16903,The I Inside,en,Simon Cable wakes up in a hospital bed confused and disoriented. He soon discovers from doctors that he has amnesia and is unable to remember the last two years of his life. Cable investigates what has happened to him and slowly pieces together his enigmatic past.,9.278,Other,2004-01-15,8800000.0,72962.0,90.0,6.0,209.0,/6uHG4HpORiTVq2PVT6s5nzvJGzh.jpg,0.008291136363636363,Thriller,Mystery
16908,Bad Santa 2,en,Fueled by cheap whiskey greed and hatred Willie Soke teams up with his angry little sidekick Marcus to knock off a Chicago charity on Christmas Eve. Along for the ride is chubby and cheery Thurman Merman a 250-pound ray of sunshine who brings out Willie's sliver of humanity. Issues arise when the pair are joined by Willie's horror story of a mother who raises the bar for the gang's ambitions while somehow lowering the standards of criminal behavior.,9.277,Other,2016-11-23,26000000.0,24079268.0,92.0,5.3,665.0,/xmsEwpA2fSq6IO3sfKrLuIPLHSc.jpg,0.9261256923076923,Comedy,Crime
16912,The Rapture,en,A lonely telephone operator leading an empty amoral life finds God — only to have her faith continually tested in ways beyond what she could have imagined.,9.276,Other,1991-10-04,1227401.0,1277401.0,100.0,5.9,59.0,/j36g0oeqS2hk5rrxVZvAn4Erwvx.jpg,1.0407364830238854,Mystery,Drama
16913,By the Sea,en,Set in France during the mid-1970s Vanessa a former dancer and her husband Roland an American writer travel the country together. They seem to be growing apart but when they linger in one quiet seaside town they begin to draw close to some of its more vibrant inhabitants such as a local bar/café-keeper and a hotel owner.,9.276,Other,2015-11-12,10000000.0,3727746.0,122.0,5.6,526.0,/oEyeG4UyAQvYIJiFpUV57Q3PTDp.jpg,0.3727746,Drama,Romance
16916,William & Kate,en,"William &amp; Kate is the first of two unrelated American television films about the relationship between Prince William and Catherine ""Kate"" Middleton (now The Duke and Duchess of Cambridge) directed by Mark Rosman and written by Nancey Silvers. The film was a ratings success despite the negative reception from critics. The second film William &amp; Catherine: A Royal Romance was produced by a different company and released in August 2011.",9.274,Other,2011-04-18,20.0,15.0,83.0,5.7,100.0,/g4dNWCMpDGRZr4Zyu14v1gpYkh5.jpg,0.75,Drama,Romance
16925,The Jerk,en,After discovering he's not really black like the rest of his family likable dimwit Navin Johnson runs off on a hilarious misadventure in this comedy classic that takes him from rags to riches and back to rags again. The slaphappy jerk strikes it rich but life in the fast lane isn't all it's cracked up to be and in the end all that really matters to Johnson is his true love.,9.272,Other,1979-12-14,4000000.0,100000000.0,94.0,6.9,686.0,/7uPt2OmkPmHLl3yz9CzZuWpNiOg.jpg,25.0,Comedy,
16946,Diabolique,en,The wife and mistress of a cruel school master collaborate in a carefully planned and executed scheme to murder him. The plan goes well until the body which has been strategically dumped disappears. The psychological strain starts to weigh on the two women when a retired police investigator begins looking into the man's disappearance on a whim.,9.264,Other,1996-03-22,45000000.0,52400000.0,107.0,5.5,236.0,/3sar6ubmUS8I4IGpJYxx9FcgutN.jpg,1.1644444444444444,Mystery,Thriller
16975,Shadow,zh,In a kingdom ruled by a young and unpredictable king the military commander has a secret weapon: a shadow a look-alike who can fool both his enemies and the King himself. Now he must use this weapon in an intricate plan that will lead his people to victory in a war that the King does not want.,9.252,Other,2018-09-30,44005000.0,91708374.0,116.0,6.803,297.0,/qVXFyASEt1kLpZv9EYze0S0mZe4.jpg,2.084044404044995,Action,Drama
